sseqid	gene_name
pid|0000000001002010891|tx|10020|	ath:AT2G30970
pid|0000000001002010891|tx|10020|	aly:9322519
pid|0000000001002010891|tx|10020|	csat:104716988
pid|0000000001002010891|tx|10020|	ath:AT1G62800
pid|0000000001002010891|tx|10020|	csat:104730077
pid|0000000001002010891|tx|10020|	aly:9307549
pid|0000000001002010891|tx|10020|	csat:104705418
pid|0000000001002010891|tx|10020|	ath:AT5G19550
pid|0000000001002010891|tx|10020|	crb:17882445
pid|0000000001002010891|tx|10020|	crb:17881156
pid|0000000001002010891|tx|10020|	aly:9317213
pid|0000000001002010891|tx|10020|	ath:AT5G11520
pid|0000000001002010891|tx|10020|	crb:17888564
pid|0000000001002010891|tx|10020|	csat:104700375
pid|0000000001002010891|tx|10020|	crb:17878587
pid|0000000001002010891|tx|10020|	aly:9307962
pid|0000000000100202866|tx|10020|	csat:104703889
pid|0000000000100202866|tx|10020|	csat:104714621
pid|0000000000100202866|tx|10020|	ath:AT4G31990
pid|0000000000100202866|tx|10020|	aly:9305371
pid|0000000000100202866|tx|10020|	crb:17896323
pid|0000000000100202866|tx|10020|	csat:104706286
pid|0000000000100202866|tx|10020|	csat:104721635
pid|0000000000100202866|tx|10020|	ath:AT2G30970
pid|0000000000100202866|tx|10020|	aly:9322519
pid|0000000000100202866|tx|10020|	csat:104716988
pid|0000000000100202866|tx|10020|	ath:AT1G62800
pid|0000000000100202866|tx|10020|	csat:104730077
pid|0000000000100202866|tx|10020|	aly:9307549
pid|0000000000100202866|tx|10020|	csat:104705418
pid|0000000000100202866|tx|10020|	ath:AT5G19550
pid|0000000000100202866|tx|10020|	crb:17882445
pid|0000000000100202866|tx|10020|	crb:17881156
pid|0000000000100202866|tx|10020|	aly:9317213
pid|0000000000100202866|tx|10020|	ath:AT5G11520
pid|0000000000100202866|tx|10020|	crb:17888564
pid|0000000000100202866|tx|10020|	csat:104700375
pid|0000000000100202866|tx|10020|	crb:17878587
pid|0000000000100202866|tx|10020|	aly:9307962
pid|0000000001002015730|tx|10020|	aly:9318653
pid|0000000001002010478|tx|10020|	aly:9318653
pid|0000000001002012805|tx|10020|	csat:104728220
pid|0000000001002012805|tx|10020|	aly:9304552
pid|0000000001002012805|tx|10020|	ath:AT5G36880
pid|0000000001002012805|tx|10020|	crb:17878350
pid|0000000001002012805|tx|10020|	csat:104719317
pid|0000000000100209585|tx|10020|	csat:104728220
pid|0000000000100209585|tx|10020|	aly:9304552
pid|0000000000100209585|tx|10020|	ath:AT5G36880
pid|0000000000100209585|tx|10020|	crb:17878350
pid|0000000000100209585|tx|10020|	csat:104719317
pid|0000000000100201544|tx|10020|	csat:104728220
pid|0000000000100201544|tx|10020|	aly:9304552
pid|0000000000100201544|tx|10020|	ath:AT5G36880
pid|0000000000100201544|tx|10020|	crb:17878350
pid|0000000000100201544|tx|10020|	csat:104719317
pid|0000000001002014872|tx|10020|	ath:AT1G48520
pid|0000000001002014872|tx|10020|	crb:17892940
pid|0000000001002014872|tx|10020|	csat:104699069
pid|0000000001002014872|tx|10020|	aly:110230188
pid|0000000000010020380|tx|10020|	aly:9306975
pid|0000000000010020380|tx|10020|	aly:9324226
pid|0000000000010020380|tx|10020|	ath:AT5G01670
pid|0000000000010020380|tx|10020|	ath:AT1G59950
pid|0000000000010020380|tx|10020|	aly:9299043
pid|0000000000010020380|tx|10020|	csat:104709017
pid|0000000000010020380|tx|10020|	ath:AT1G59960
pid|0000000000010020380|tx|10020|	crb:17884467
pid|0000000000010020380|tx|10020|	csat:104700753
pid|0000000000010020380|tx|10020|	csat:104700754
pid|0000000000010020380|tx|10020|	aly:9322713
pid|0000000000010020380|tx|10020|	crb:17896534
pid|0000000000010020380|tx|10020|	ath:AT2G37790
pid|0000000000010020380|tx|10020|	crb:17895007
pid|0000000000010020380|tx|10020|	aly:110228858
pid|0000000000010020380|tx|10020|	crb:17890130
pid|0000000000010020380|tx|10020|	crb:111831974
pid|0000000000100208990|tx|10020|	aly:9306975
pid|0000000000100208990|tx|10020|	aly:9324226
pid|0000000000100208990|tx|10020|	ath:AT5G01670
pid|0000000000100208990|tx|10020|	ath:AT1G59950
pid|0000000000100208990|tx|10020|	aly:9299043
pid|0000000000100208990|tx|10020|	csat:104709017
pid|0000000000100208990|tx|10020|	ath:AT1G59960
pid|0000000000100208990|tx|10020|	crb:17884467
pid|0000000000100208990|tx|10020|	csat:104700753
pid|0000000000100208990|tx|10020|	csat:104700754
pid|0000000000100208990|tx|10020|	aly:9322713
pid|0000000000100208990|tx|10020|	crb:17896534
pid|0000000000100208990|tx|10020|	ath:AT2G37790
pid|0000000000100208990|tx|10020|	crb:17895007
pid|0000000000100208990|tx|10020|	aly:110228858
pid|0000000000100208990|tx|10020|	crb:17890130
pid|0000000000100208990|tx|10020|	crb:111831974
pid|0000000000010020298|tx|10020|	aly:9306975
pid|0000000000010020298|tx|10020|	aly:9324226
pid|0000000000010020298|tx|10020|	ath:AT5G01670
pid|0000000000010020298|tx|10020|	ath:AT1G59950
pid|0000000000010020298|tx|10020|	aly:9299043
pid|0000000000010020298|tx|10020|	csat:104709017
pid|0000000000010020298|tx|10020|	ath:AT1G59960
pid|0000000000010020298|tx|10020|	crb:17884467
pid|0000000000010020298|tx|10020|	csat:104700753
pid|0000000000010020298|tx|10020|	csat:104700754
pid|0000000000010020298|tx|10020|	aly:9322713
pid|0000000000010020298|tx|10020|	crb:17896534
pid|0000000000010020298|tx|10020|	ath:AT2G37790
pid|0000000000010020298|tx|10020|	crb:17895007
pid|0000000000010020298|tx|10020|	aly:110228858
pid|0000000000010020298|tx|10020|	crb:17890130
pid|0000000000010020298|tx|10020|	crb:111831974
pid|0000000000010020299|tx|10020|	aly:9306975
pid|0000000000010020299|tx|10020|	aly:9324226
pid|0000000000010020299|tx|10020|	ath:AT5G01670
pid|0000000000010020299|tx|10020|	ath:AT1G59950
pid|0000000000010020299|tx|10020|	aly:9299043
pid|0000000000010020299|tx|10020|	csat:104709017
pid|0000000000010020299|tx|10020|	ath:AT1G59960
pid|0000000000010020299|tx|10020|	crb:17884467
pid|0000000000010020299|tx|10020|	csat:104700753
pid|0000000000010020299|tx|10020|	csat:104700754
pid|0000000000010020299|tx|10020|	aly:9322713
pid|0000000000010020299|tx|10020|	crb:17896534
pid|0000000000010020299|tx|10020|	ath:AT2G37790
pid|0000000000010020299|tx|10020|	crb:17895007
pid|0000000000010020299|tx|10020|	aly:110228858
pid|0000000000010020299|tx|10020|	crb:17890130
pid|0000000000010020299|tx|10020|	crb:111831974
pid|0000000000010020300|tx|10020|	aly:9306975
pid|0000000000010020300|tx|10020|	aly:9324226
pid|0000000000010020300|tx|10020|	ath:AT5G01670
pid|0000000000010020300|tx|10020|	ath:AT1G59950
pid|0000000000010020300|tx|10020|	aly:9299043
pid|0000000000010020300|tx|10020|	csat:104709017
pid|0000000000010020300|tx|10020|	ath:AT1G59960
pid|0000000000010020300|tx|10020|	crb:17884467
pid|0000000000010020300|tx|10020|	csat:104700753
pid|0000000000010020300|tx|10020|	csat:104700754
pid|0000000000010020300|tx|10020|	aly:9322713
pid|0000000000010020300|tx|10020|	crb:17896534
pid|0000000000010020300|tx|10020|	ath:AT2G37790
pid|0000000000010020300|tx|10020|	crb:17895007
pid|0000000000010020300|tx|10020|	aly:110228858
pid|0000000000010020300|tx|10020|	crb:17890130
pid|0000000000010020300|tx|10020|	crb:111831974
pid|0000000000010020301|tx|10020|	aly:9306975
pid|0000000000010020301|tx|10020|	aly:9324226
pid|0000000000010020301|tx|10020|	ath:AT5G01670
pid|0000000000010020301|tx|10020|	ath:AT1G59950
pid|0000000000010020301|tx|10020|	aly:9299043
pid|0000000000010020301|tx|10020|	csat:104709017
pid|0000000000010020301|tx|10020|	ath:AT1G59960
pid|0000000000010020301|tx|10020|	crb:17884467
pid|0000000000010020301|tx|10020|	csat:104700753
pid|0000000000010020301|tx|10020|	csat:104700754
pid|0000000000010020301|tx|10020|	aly:9322713
pid|0000000000010020301|tx|10020|	crb:17896534
pid|0000000000010020301|tx|10020|	ath:AT2G37790
pid|0000000000010020301|tx|10020|	crb:17895007
pid|0000000000010020301|tx|10020|	aly:110228858
pid|0000000000010020301|tx|10020|	crb:17890130
pid|0000000000010020301|tx|10020|	crb:111831974
pid|0000000000010020302|tx|10020|	aly:9306975
pid|0000000000010020302|tx|10020|	aly:9324226
pid|0000000000010020302|tx|10020|	ath:AT5G01670
pid|0000000000010020302|tx|10020|	ath:AT1G59950
pid|0000000000010020302|tx|10020|	aly:9299043
pid|0000000000010020302|tx|10020|	csat:104709017
pid|0000000000010020302|tx|10020|	ath:AT1G59960
pid|0000000000010020302|tx|10020|	crb:17884467
pid|0000000000010020302|tx|10020|	csat:104700753
pid|0000000000010020302|tx|10020|	csat:104700754
pid|0000000000010020302|tx|10020|	aly:9322713
pid|0000000000010020302|tx|10020|	crb:17896534
pid|0000000000010020302|tx|10020|	ath:AT2G37790
pid|0000000000010020302|tx|10020|	crb:17895007
pid|0000000000010020302|tx|10020|	aly:110228858
pid|0000000000010020302|tx|10020|	crb:17890130
pid|0000000000010020302|tx|10020|	crb:111831974
pid|0000000000010020303|tx|10020|	aly:9306975
pid|0000000000010020303|tx|10020|	aly:9324226
pid|0000000000010020303|tx|10020|	ath:AT5G01670
pid|0000000000010020303|tx|10020|	ath:AT1G59950
pid|0000000000010020303|tx|10020|	aly:9299043
pid|0000000000010020303|tx|10020|	csat:104709017
pid|0000000000010020303|tx|10020|	ath:AT1G59960
pid|0000000000010020303|tx|10020|	crb:17884467
pid|0000000000010020303|tx|10020|	csat:104700753
pid|0000000000010020303|tx|10020|	csat:104700754
pid|0000000000010020303|tx|10020|	aly:9322713
pid|0000000000010020303|tx|10020|	crb:17896534
pid|0000000000010020303|tx|10020|	ath:AT2G37790
pid|0000000000010020303|tx|10020|	crb:17895007
pid|0000000000010020303|tx|10020|	aly:110228858
pid|0000000000010020303|tx|10020|	crb:17890130
pid|0000000000010020303|tx|10020|	crb:111831974
pid|0000000000010020306|tx|10020|	aly:9306975
pid|0000000000010020306|tx|10020|	aly:9324226
pid|0000000000010020306|tx|10020|	ath:AT5G01670
pid|0000000000010020306|tx|10020|	ath:AT1G59950
pid|0000000000010020306|tx|10020|	aly:9299043
pid|0000000000010020306|tx|10020|	csat:104709017
pid|0000000000010020306|tx|10020|	ath:AT1G59960
pid|0000000000010020306|tx|10020|	crb:17884467
pid|0000000000010020306|tx|10020|	csat:104700753
pid|0000000000010020306|tx|10020|	csat:104700754
pid|0000000000010020306|tx|10020|	aly:9322713
pid|0000000000010020306|tx|10020|	crb:17896534
pid|0000000000010020306|tx|10020|	ath:AT2G37790
pid|0000000000010020306|tx|10020|	crb:17895007
pid|0000000000010020306|tx|10020|	aly:110228858
pid|0000000000010020306|tx|10020|	crb:17890130
pid|0000000000010020306|tx|10020|	crb:111831974
pid|0000000000100208969|tx|10020|	aly:9306975
pid|0000000000100208969|tx|10020|	aly:9324226
pid|0000000000100208969|tx|10020|	ath:AT5G01670
pid|0000000000100208969|tx|10020|	ath:AT1G59950
pid|0000000000100208969|tx|10020|	aly:9299043
pid|0000000000100208969|tx|10020|	csat:104709017
pid|0000000000100208969|tx|10020|	ath:AT1G59960
pid|0000000000100208969|tx|10020|	crb:17884467
pid|0000000000100208969|tx|10020|	csat:104700753
pid|0000000000100208969|tx|10020|	csat:104700754
pid|0000000000100208969|tx|10020|	aly:9322713
pid|0000000000100208969|tx|10020|	crb:17896534
pid|0000000000100208969|tx|10020|	ath:AT2G37790
pid|0000000000100208969|tx|10020|	crb:17895007
pid|0000000000100208969|tx|10020|	aly:110228858
pid|0000000000100208969|tx|10020|	crb:17890130
pid|0000000000100208969|tx|10020|	crb:111831974
pid|0000000000010020307|tx|10020|	aly:9306975
pid|0000000000010020307|tx|10020|	aly:9324226
pid|0000000000010020307|tx|10020|	ath:AT5G01670
pid|0000000000010020307|tx|10020|	ath:AT1G59950
pid|0000000000010020307|tx|10020|	aly:9299043
pid|0000000000010020307|tx|10020|	csat:104709017
pid|0000000000010020307|tx|10020|	ath:AT1G59960
pid|0000000000010020307|tx|10020|	crb:17884467
pid|0000000000010020307|tx|10020|	csat:104700753
pid|0000000000010020307|tx|10020|	csat:104700754
pid|0000000000010020307|tx|10020|	aly:9322713
pid|0000000000010020307|tx|10020|	crb:17896534
pid|0000000000010020307|tx|10020|	ath:AT2G37790
pid|0000000000010020307|tx|10020|	crb:17895007
pid|0000000000010020307|tx|10020|	aly:110228858
pid|0000000000010020307|tx|10020|	crb:17890130
pid|0000000000010020307|tx|10020|	crb:111831974
pid|0000000000100205705|tx|10020|	aly:9306975
pid|0000000000100205705|tx|10020|	aly:9324226
pid|0000000000100205705|tx|10020|	ath:AT5G01670
pid|0000000000100205705|tx|10020|	ath:AT1G59950
pid|0000000000100205705|tx|10020|	aly:9299043
pid|0000000000100205705|tx|10020|	csat:104709017
pid|0000000000100205705|tx|10020|	ath:AT1G59960
pid|0000000000100205705|tx|10020|	crb:17884467
pid|0000000000100205705|tx|10020|	csat:104700753
pid|0000000000100205705|tx|10020|	csat:104700754
pid|0000000000100205705|tx|10020|	aly:9322713
pid|0000000000100205705|tx|10020|	crb:17896534
pid|0000000000100205705|tx|10020|	ath:AT2G37790
pid|0000000000100205705|tx|10020|	crb:17895007
pid|0000000000100205705|tx|10020|	aly:110228858
pid|0000000000100205705|tx|10020|	crb:17890130
pid|0000000000100205705|tx|10020|	crb:111831974
pid|0000000000100208940|tx|10020|	aly:9306975
pid|0000000000100208940|tx|10020|	aly:9324226
pid|0000000000100208940|tx|10020|	ath:AT5G01670
pid|0000000000100208940|tx|10020|	ath:AT1G59950
pid|0000000000100208940|tx|10020|	aly:9299043
pid|0000000000100208940|tx|10020|	csat:104709017
pid|0000000000100208940|tx|10020|	ath:AT1G59960
pid|0000000000100208940|tx|10020|	crb:17884467
pid|0000000000100208940|tx|10020|	csat:104700753
pid|0000000000100208940|tx|10020|	csat:104700754
pid|0000000000100208940|tx|10020|	aly:9322713
pid|0000000000100208940|tx|10020|	crb:17896534
pid|0000000000100208940|tx|10020|	ath:AT2G37790
pid|0000000000100208940|tx|10020|	crb:17895007
pid|0000000000100208940|tx|10020|	aly:110228858
pid|0000000000100208940|tx|10020|	crb:17890130
pid|0000000000100208940|tx|10020|	crb:111831974
pid|0000000001002012876|tx|10020|	ath:AT3G20650
pid|0000000001002012876|tx|10020|	crb:17891825
pid|0000000001002012876|tx|10020|	aly:9321458
pid|0000000000100206899|tx|10020|	csat:104703376
pid|0000000000100206899|tx|10020|	ath:AT5G46180
pid|0000000000100206899|tx|10020|	ath:AT3G22200
pid|0000000000100206899|tx|10020|	csat:104724769
pid|0000000000100206899|tx|10020|	aly:9302946
pid|0000000000100206899|tx|10020|	crb:17888951
pid|0000000000100206899|tx|10020|	ath:AT3G08860
pid|0000000000100206899|tx|10020|	crb:17893100
pid|0000000000100206899|tx|10020|	crb:17876959
pid|0000000000100206899|tx|10020|	crb:17896436
pid|0000000000100206899|tx|10020|	aly:9299496
pid|0000000000100206899|tx|10020|	csat:104720888
pid|0000000000100206899|tx|10020|	csat:104716249
pid|0000000000100206899|tx|10020|	csat:104729284
pid|0000000000100206899|tx|10020|	ath:AT1G80600
pid|0000000000100206899|tx|10020|	ath:AT2G38400
pid|0000000000100206899|tx|10020|	aly:9321553
pid|0000000000100206899|tx|10020|	aly:9323883
pid|0000000000100206899|tx|10020|	crb:17879955
pid|0000000000100206899|tx|10020|	crb:17892432
pid|0000000000100206899|tx|10020|	aly:9315810
pid|0000000000100206899|tx|10020|	csat:104714317
pid|0000000000100206899|tx|10020|	ath:AT4G39660
pid|0000000000100209506|tx|10020|	ath:AT3G25660
pid|0000000000100209506|tx|10020|	csat:104710332
pid|0000000000100209506|tx|10020|	aly:9311337
pid|0000000000100209506|tx|10020|	crb:17885871
pid|0000000001002017316|tx|10020|	ath:AT5G57280
pid|0000000001002017316|tx|10020|	crb:17876821
pid|0000000001002017316|tx|10020|	csat:104726281
pid|0000000001002017316|tx|10020|	aly:9302273
pid|0000000001002015693|tx|10020|	ath:AT3G24090
pid|0000000001002015693|tx|10020|	crb:17893981
pid|0000000001002015693|tx|10020|	aly:9321686
pid|0000000000100209580|tx|10020|	ath:AT3G24090
pid|0000000000100209580|tx|10020|	crb:17893981
pid|0000000000100209580|tx|10020|	aly:9321686
pid|0000000000100207044|tx|10020|	csat:104724423
pid|0000000000100207044|tx|10020|	csat:104719727
pid|0000000000100207044|tx|10020|	crb:17879182
pid|0000000000100207044|tx|10020|	ath:AT5G40610
pid|0000000000100207044|tx|10020|	aly:9306762
pid|0000000001002011769|tx|10020|	ath:AT4G31120
pid|0000000001002011769|tx|10020|	crb:17878662
pid|0000000001002011769|tx|10020|	csat:104721724
pid|0000000001002011769|tx|10020|	csat:104717081
pid|0000000001002011769|tx|10020|	aly:9303386
pid|0000000000100201093|tx|10020|	crb:17883419
pid|0000000000100201093|tx|10020|	aly:9310005
pid|0000000000100201093|tx|10020|	csat:104706240
pid|0000000000100201093|tx|10020|	ath:AT5G19180
pid|0000000000100203811|tx|10020|	csat:104707293
pid|0000000000100203811|tx|10020|	aly:9308557
pid|0000000000100203811|tx|10020|	crb:17881128
pid|0000000000100203811|tx|10020|	csat:104721375
pid|0000000000100205857|tx|10020|	ath:AT2G15230
pid|0000000000100205857|tx|10020|	aly:9319951
pid|0000000000100205857|tx|10020|	crb:17892282
pid|0000000000100205857|tx|10020|	crb:17881186
pid|0000000000100205857|tx|10020|	aly:9309722
pid|0000000000100205887|tx|10020|	ath:AT2G15230
pid|0000000000100205887|tx|10020|	aly:9319951
pid|0000000000100205887|tx|10020|	crb:17892282
pid|0000000000100205887|tx|10020|	crb:17881186
pid|0000000000100205887|tx|10020|	aly:9309722
pid|0000000000100205906|tx|10020|	ath:AT2G15230
pid|0000000000100205906|tx|10020|	aly:9319951
pid|0000000000100205906|tx|10020|	crb:17892282
pid|0000000000100205906|tx|10020|	crb:17881186
pid|0000000000100205906|tx|10020|	aly:9309722
pid|0000000000100205795|tx|10020|	ath:AT2G15230
pid|0000000000100205795|tx|10020|	aly:9319951
pid|0000000000100205795|tx|10020|	crb:17892282
pid|0000000000100205795|tx|10020|	crb:17881186
pid|0000000000100205795|tx|10020|	aly:9309722
pid|0000000000100205798|tx|10020|	ath:AT2G15230
pid|0000000000100205798|tx|10020|	aly:9319951
pid|0000000000100205798|tx|10020|	crb:17892282
pid|0000000000100205798|tx|10020|	crb:17881186
pid|0000000000100205798|tx|10020|	aly:9309722
pid|0000000000100205833|tx|10020|	ath:AT2G15230
pid|0000000000100205833|tx|10020|	aly:9319951
pid|0000000000100205833|tx|10020|	crb:17892282
pid|0000000000100205833|tx|10020|	crb:17881186
pid|0000000000100205833|tx|10020|	aly:9309722
pid|0000000000100205799|tx|10020|	ath:AT2G15230
pid|0000000000100205799|tx|10020|	aly:9319951
pid|0000000000100205799|tx|10020|	crb:17892282
pid|0000000000100205799|tx|10020|	crb:17881186
pid|0000000000100205799|tx|10020|	aly:9309722
pid|0000000000100205800|tx|10020|	ath:AT2G15230
pid|0000000000100205800|tx|10020|	aly:9319951
pid|0000000000100205800|tx|10020|	crb:17892282
pid|0000000000100205800|tx|10020|	crb:17881186
pid|0000000000100205800|tx|10020|	aly:9309722
pid|0000000000100205886|tx|10020|	ath:AT2G15230
pid|0000000000100205886|tx|10020|	aly:9319951
pid|0000000000100205886|tx|10020|	crb:17892282
pid|0000000000100205886|tx|10020|	crb:17881186
pid|0000000000100205886|tx|10020|	aly:9309722
pid|0000000001002017841|tx|10020|	ath:AT5G14800
pid|0000000001002017841|tx|10020|	crb:17882273
pid|0000000001002017841|tx|10020|	aly:9307702
pid|0000000001002017841|tx|10020|	csat:104705758
pid|0000000001002017285|tx|10020|	ath:AT5G14800
pid|0000000001002017285|tx|10020|	crb:17882273
pid|0000000001002017285|tx|10020|	aly:9307702
pid|0000000001002017285|tx|10020|	csat:104705758
pid|0000000000100206197|tx|10020|	aly:9330243
pid|0000000000100206197|tx|10020|	ath:AT3G05970
pid|0000000000100206197|tx|10020|	aly:9320614
pid|0000000000100206197|tx|10020|	crb:17892847
pid|0000000000100206197|tx|10020|	csat:104722623
pid|0000000000100206197|tx|10020|	csat:104718436
pid|0000000000100206197|tx|10020|	aly:9319703
pid|0000000000100206197|tx|10020|	crb:17888887
pid|0000000000100206197|tx|10020|	csat:104713428
pid|0000000000100206197|tx|10020|	crb:17894317
pid|0000000000100206197|tx|10020|	csat:104704077
pid|0000000000100206197|tx|10020|	csat:104707388
pid|0000000000100206197|tx|10020|	csat:104714806
pid|0000000000100206197|tx|10020|	crb:17877763
pid|0000000000100206197|tx|10020|	aly:9304388
pid|0000000000100206197|tx|10020|	ath:AT5G27600
pid|0000000000100206197|tx|10020|	aly:9308335
pid|0000000000100206197|tx|10020|	crb:17893017
pid|0000000000100206197|tx|10020|	aly:9316356
pid|0000000000100206197|tx|10020|	csat:104702542
pid|0000000000100206197|tx|10020|	ath:AT3G23790
pid|0000000000100206197|tx|10020|	aly:9305833
pid|0000000000100206197|tx|10020|	aly:9316357
pid|0000000000100206197|tx|10020|	ath:AT2G47240
pid|0000000000100206197|tx|10020|	ath:AT1G64400
pid|0000000000100206197|tx|10020|	csat:104719049
pid|0000000000100206197|tx|10020|	ath:AT1G77590
pid|0000000000100206197|tx|10020|	ath:AT4G23850
pid|0000000000100206197|tx|10020|	ath:AT4G11030
pid|0000000000100206197|tx|10020|	crb:17899686
pid|0000000000100206197|tx|10020|	aly:9325212
pid|0000000000100206197|tx|10020|	crb:17894747
pid|0000000000100206197|tx|10020|	aly:9310731
pid|0000000000100206197|tx|10020|	crb:17881053
pid|0000000000100206197|tx|10020|	crb:17878353
pid|0000000000100206197|tx|10020|	crb:17881153
pid|0000000000100206197|tx|10020|	ath:AT4G14070
pid|0000000000100206197|tx|10020|	ath:AT2G04350
pid|0000000000100206197|tx|10020|	ath:AT1G49430
pid|0000000000100206197|tx|10020|	csat:104717907
pid|0000000000100206197|tx|10020|	csat:104719445
pid|0000000000100206197|tx|10020|	aly:9321664
pid|0000000000100206197|tx|10020|	aly:9323953
pid|0000000000100206197|tx|10020|	crb:17892515
pid|0000000000100206197|tx|10020|	csat:104707043
pid|0000000001002012004|tx|10020|	aly:9330243
pid|0000000001002012004|tx|10020|	ath:AT3G05970
pid|0000000001002012004|tx|10020|	aly:9320614
pid|0000000001002012004|tx|10020|	crb:17892847
pid|0000000001002012004|tx|10020|	csat:104722623
pid|0000000001002012004|tx|10020|	csat:104718436
pid|0000000001002012004|tx|10020|	aly:9319703
pid|0000000001002012004|tx|10020|	crb:17888887
pid|0000000001002012004|tx|10020|	csat:104713428
pid|0000000001002012004|tx|10020|	crb:17894317
pid|0000000001002012004|tx|10020|	csat:104704077
pid|0000000001002012004|tx|10020|	csat:104707388
pid|0000000001002012004|tx|10020|	csat:104714806
pid|0000000001002012004|tx|10020|	crb:17877763
pid|0000000001002012004|tx|10020|	aly:9304388
pid|0000000001002012004|tx|10020|	ath:AT5G27600
pid|0000000001002012004|tx|10020|	aly:9308335
pid|0000000001002012004|tx|10020|	crb:17893017
pid|0000000001002012004|tx|10020|	aly:9316356
pid|0000000001002012004|tx|10020|	csat:104702542
pid|0000000001002012004|tx|10020|	ath:AT3G23790
pid|0000000001002012004|tx|10020|	aly:9305833
pid|0000000001002012004|tx|10020|	aly:9316357
pid|0000000001002012004|tx|10020|	ath:AT2G47240
pid|0000000001002012004|tx|10020|	ath:AT1G64400
pid|0000000001002012004|tx|10020|	csat:104719049
pid|0000000001002012004|tx|10020|	ath:AT1G77590
pid|0000000001002012004|tx|10020|	ath:AT4G23850
pid|0000000001002012004|tx|10020|	ath:AT4G11030
pid|0000000001002012004|tx|10020|	crb:17899686
pid|0000000001002012004|tx|10020|	aly:9325212
pid|0000000001002012004|tx|10020|	crb:17894747
pid|0000000001002012004|tx|10020|	aly:9310731
pid|0000000001002012004|tx|10020|	crb:17881053
pid|0000000001002012004|tx|10020|	crb:17878353
pid|0000000001002012004|tx|10020|	crb:17881153
pid|0000000001002012004|tx|10020|	ath:AT4G14070
pid|0000000001002012004|tx|10020|	ath:AT2G04350
pid|0000000001002012004|tx|10020|	ath:AT1G49430
pid|0000000001002012004|tx|10020|	csat:104717907
